类别,来源,标题,内容,时间,当前链接,上级链接,下载时间
国际,新华网,美专家认为美国政府需遵守全球多边规则," 
　　新华社华盛顿3月7日电(记者许缘)美国耶鲁大学高级研究员斯蒂芬·罗奇近日表示，一个相互联系的世界需要强有力的多边政策架构。美国政府需遵守全球多边规则，支持世界贸易组织改革。

　　罗奇在接受媒体采访时说，以世贸组织为基础的全球贸易体系固然需要改革，但支持改革与削弱世贸组织争端解决机制存在很大不同。

　　罗奇认为，美国长期存在国内储蓄不足的状况，并对大量国家和地区保持贸易逆差，在这种情况下，美国政府现阶段青睐的双边方式注定失败。通过纪律性更强的财政政策解决国内问题，支持世贸组织改革，才是美国更有效的增长策略。

　　作为摩根士丹利全球经济团队前负责人，罗奇一直以来拥护经济全球化。他对中国经济前景很有信心，认为在全球经济增长放宽的大背景下，中国是解决危机的关键，或将成为强有力的泛区域增长新引擎。


　　罗奇表示，中国已经逐步成长为全球第二大经济体，正寻求经济增长模式转型，以实现更可持续的经济增长。罗奇认为，中美两国作为相互依赖的经济体，需要通过国内经济增长再平衡加强双边关系，这要求美国增加储蓄并减少消费，而中国则正相反。他说，中国正从以生产为基础的增长模式转向以消费为主导的增长模式，以此实现再平衡目标。

　　罗奇指出，中国增长模式的转变给贸易伙伴带来大量机会，使它们有可能确保公平、开放地进入中国迅速扩张的国内市场。
 【编辑:朱延静】 
      ",3-8 12:07,http://www.chinanews.com/gj/2020/03-08/9117662.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:05
视频,未知,致敬她力量,,3-8 12:06,http://www.chinanews.com/shipin/2020/03-08/news850319.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:05
国际,中国新闻网,越南新冠肺炎确诊病例增至21例 其中16例已治愈," 
　　中新网3月8日电 据越通社报道，越南卫生部3月8日透露，河内新增一例新冠肺炎确诊病例。患者是一名61岁的男子，住河内巴亭郡竹白坊。

　　据报道，3月6日19时许，河内疾控中心对新冠肺炎患者N.H.N开展流行病学调查，发现一例乘坐越航VN0054航班与患者N.H.N同坐一排椅子的疑似病例并取样检测，其检测结果呈阳性。

　　该名男子正在中央热带疾病医院接受隔离治疗。

　　截至目前，越南共有21起新冠肺炎确诊病例，其中16例已经治愈。

 【编辑:何路曼】 
      ",3-8 12:05,http://www.chinanews.com/gj/2020/03-08/9117660.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:06
国际,新华网,捷克新冠肺炎确诊病例增至21例," 
　　新华社布拉格3月7日电(记者杨晓红)捷克卫生部7日说，捷克新增2例新冠肺炎确诊病例，总确诊病例增至21例。

　　为控制疫情，捷克政府7日宣布暂停向伊朗公民发放签证，并发布旅行警告，建议公民避免前往伊朗旅行。卫生部已要求除货运司机、运送病人的乘务人员和飞行员外所有从意大利返回的捷克居民以非直接接触方式(电话或电子邮件等)向社区医生报告，并自行隔离两周。警方还将在捷克边境随机检测旅客体温。

 【编辑:朱延静】 
      ",3-8 12:04,http://www.chinanews.com/gj/2020/03-08/9117659.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:06
国际,新华网,加拿大新冠肺炎病例增至60例," 
　　新华社渥太华3月7日电(记者李保东)加拿大不列颠哥伦比亚省卫生厅7日宣布，该省新增6例新冠肺炎确诊病例。加拿大累计确诊病例数上升到60例。

　　新增病例中，有2人来自一家养老院，此前这家养老院的护工被确诊；另有2人此前到过伊朗；还有2人曾是“至尊公主”号邮轮的乘客。

 【编辑:朱延静】 
      ",3-8 12:03,http://www.chinanews.com/gj/2020/03-08/9117658.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:06
国际,新华网,黎巴嫩新冠肺炎病例增至28例 ," 
　　新华社贝鲁特3月7日电(记者李良勇)位于黎巴嫩首都贝鲁特的拉菲克·哈里里大学医院7日发布的每日疫情通告显示，黎巴嫩当天新增6例新冠肺炎确诊病例，累计确诊28例。

 【编辑:朱延静】 
      ",3-8 12:02,http://www.chinanews.com/gj/2020/03-08/9117656.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:07
国内,新华社,习近平总书记关切事｜ 口罩挡不住你的美——战“疫”一线巾帼掠影," 
　　新华社北京3月8日电 题：口罩挡不住你的美——战“疫”一线巾帼掠影

　　新华社记者李凤双、王春雨、杨思琪

　　在“三八”国际劳动妇女节到来之际，习近平总书记向奋战在疫情防控第一线和各条战线的广大妇女同胞表示诚挚的慰问，向全国各族各界妇女同胞致以节日的问候。

　　眼下正值新冠肺炎疫情防控最吃劲的关键阶段，各行各业的女性坚守岗位，以冲锋姿态迎接属于自己的节日。

　　她们是天使、战士，也是母亲、女儿。在病房、在社区、在生产生活一线，虽然口罩挡住了她们的脸，但眼神中透露出坚毅和温暖，凝聚成强大的“治愈力”，撑起不止“半边天”。

　　抗疫攻坚，天使在人间

　　“我不希望大家因为我的女性身份特殊照顾，我也是一名呼吸危重症治疗医生。”说这话，李圣青没有一丝犹豫。

　　在武汉同济医院光谷院区，每天都上演生死阻击战。这里的ICU病房负责收治危重新冠肺炎患者。复旦大学附属华山医院呼吸科主任李圣青是“冲锋队”队长。

　　及时预判关口前移，遏制多脏器功能衰竭，将死亡率进一步往下降，是李圣青和团队最迫切的期待。“你知道吗，那种连续几天病区零死亡的数据，是多么令人激动。”李圣青说。

　　病房是战场。她们来了，就是天使来了。

　　统计显示，湖北一线医护工作者中，有超过60%是女性。黑龙江派出8批援助湖北医疗队共计1533人，其中女性1098人；北京胸科医院支援武汉医疗队的7名护士，6名是女性……

　　清晨六点，闹钟响起，谢泽荣开启了一天的战斗。从2月初抵达武汉，她已在武汉大学人民医院东院区奋战一月有余。

　　给危重病人翻身，查看病人全身皮肤是否完好，微泵、呼吸机、心电监护是否有效工作……尽管工作琐碎，作为四川大学华西医院一名护士，谢泽荣一直耐心细致。

　　口罩、护目镜遮住了她的脸，几位病人从防护服背后的名字认出是她，便不住地称赞：“认真，连整理床都有一套标准。”

　　密不透风的防护服下是湿透的衣衫，模糊的护目镜下是不同程度的皮肤磨损和压痕……工作时间再长，工作强度再大，她们依然日夜守候。

　　2003年救治“非典”患者，2005年诊断人禽流感……从医近40年，南昌大学第一附属医院院长张伟再次冲在最前。

　　作为江西省疫情防控应急指挥部高级专家组组长，她组建多学科专家团队，随时关注省内外疫情发展趋势，不断调整优化救治方案。

　　1月27日，江西首例治愈的新冠肺炎患者出院；2月11日上午，江西首例危重型新冠肺炎患者治愈出院……在张伟带队攻关下，好消息不断传来。

　　巾帼英雄，也有温暖相守。黑龙江省哈尔滨市南岗区一家隔离宾馆，是哈西社区卫生服务中心医生李淑丽最挂心的地方。每天三次无死角消毒，早晚两次对隔离人员测温，所有防护用品及时处理……

　　正月十五，一碗碗热气腾腾的汤圆让隔离人员的惊喜不曾缺席。“多一分温暖，就会少一分紧张和焦虑。”李淑丽说。

　　坚守防线，撑起不止“半边天”

　　“要想守住这座城，我们就得守好每一道门，看好社区里的每一个人！”这是战“疫”面前一名女战士的宣言。

　　43岁的高文娟是北京市丰台区卢沟桥街道工委书记。当地常住人口22万，流动人口7.3万，其中开放式小区、无物业老旧小区多，疫情摸排、封闭管理、消杀防疫……每个环节都不能马虎。

　　高文娟说，街道社区多是女干部。有的社区居家隔离人员比较多，很多房子都没有电梯，一天几百件快递都靠社区工作人员一趟一趟跑。居委会的小姑娘扛着几十斤的大米爬楼梯，拎着蔬菜水果送到隔离群众家门口。

　　无论如何艰苦，她们都全力以赴。

　　初春，黑龙江省延寿县依然寒风萧瑟。10多公里长的河面结冰，常有人穿行。为守住关卡，42岁的蒋艳霞成为驻守河堤志愿者，临时搭建的帐篷成了可以休息的“家”。

　　河堤上风大，气温低至零下十几摄氏度，每天站岗近10个小时，蒋艳霞的嗓子喊得沙哑，嘴唇冻得干裂，双腿变得肿胀。“有一分热就得发一分光，这点苦不算啥。”蒋艳霞说。

　　深夜，山西新华化工有限责任公司口罩车间灯火通明，女工们仍在加紧缝制口罩。

　　53岁的冯雅珍脚踩缝纫机踏板，手拿口罩原材料熟练操作。正月初一收到厂里召集令，冯雅珍除了吃饭都在缝纫机前。

　　“姐妹们都比着干，生怕落了后。”冯雅珍说，像她一样的女工有112名，都希望能为前方做点事儿。

　　“90后”张乐是中国铁路沈阳局集团有限公司延吉车务段珲春站客运员。她和男友原本打算春节筹备婚礼。疫情发生，她取消假期，如往常一样安检、验证、售票、引导……

　　很多旅客带着酒精消杀剂。张乐劝说，高铁上禁止带易燃易爆物品，有时个别旅客不理解，甚至说些难听的话，她依然嘴角上扬，微笑解释。

　　每当车上出现发烧乘客，张乐总冲在前面。她说：“危险的事总要有人做，尽管不是医生，我的阵地也是前线。”

　　一份入党誓言，她们用生命守护。

　　疫情防控以来，徐辉、黄和艳、姜娜三位女干部连续奋战，用生命践行抗疫一线的郑重承诺。前不久，全国妇联追授她们全国三八红旗手称号。

　　乐观，无私，上进，坚韧……她们是战士，她们的身影活跃在每个角落，她们与奉献同名。

　　期盼春天，传递关怀与温暖

　　大年初六，在隔离病房里，山西支援湖北医疗队队员朱丽萍收到了一份特殊的生日礼。“绿草苍苍，白露茫茫，有位佳人，在水一方。”她的丈夫用毛笔书就了一封情诗。

　　每一份战斗、坚守的背后，都有一个默默付出、等爱归来的家。

　　2月9日，山西太原妇幼保健院护士韩蕾出征湖北。与她同行的还有医院为她准备的大包小裹。

　　电热杯、香皂、卫生巾……她说，这是自己带过最重的行李。自己想到的、没想到的，都被同事们装进了行囊，就连平时严肃的院长也送了一枚驱疫香包。

　　“你看你这下发大财了”“你可得给我们全乎着回来啊”，听着一句句“调皮”的送行，韩蕾红了眼眶。

　　温暖的关怀要给传递温暖的人。

　　为了减少穿脱防护服的次数，保证持续工作时间，很多医护人员都选择使用安全裤，这些生理用品成为紧缺物资。

　　闻讯后，上海市妇联、市总工会女职工委员会发出募集倡议书，不少集体和个人纷纷来电询问。截至2月20日，上海市妇联共向一线女医护人员捐赠安全裤21612片、暖宝宝9200片。

　　中铁工程设计咨询集团有限公司倡议，每位女职工捐献出1个月120元的卫生费，为华中科技大学同济医学院附属协和医院的女医护人员购买卫生用品。在太原设计院工作的智宏立即捐出1000元，她说：“同为姐妹，我知道她们的不易，呵护她们，就是呵护自己。”

　　在广东，紫外线消毒干衣盒、水凝胶敷料、肩颈按摩仪、蒸汽眼罩等，实用礼物是女医护人员的贴心收获；

　　在吉林，省妇联组织为1192户驰援湖北医护人员家庭配送爱心蔬菜，每周1次，已经连续6周；

　　在内蒙古，当地妇联联合心理服务机构，组织心理咨询师志愿者，开通12338妇女维权服务热线，为女医务人员群体送上精准服务……

　　你守护一线，我们守护你。点滴暖流不断汇聚，爱与温暖不断传递。

　　迎着战“疫”胜利的曙光，走向又一个樱花绚烂的春天，她们步伐优雅而坚定。(参与记者：仇逸、孟含琪、王君璐、罗鑫、魏飚、马晓媛、卢宥伊、闵尊涛、帅才、潘莹、李键) 【编辑:朱延静】 
      ",3-8 12:01,http://www.chinanews.com/gn/2020/03-08/9117657.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:07
国际,新华网,希腊新冠肺炎确诊病例增至66例," 
　　新华社雅典3月7日电(记者于帅帅 王亚哲)希腊卫生部7日宣布，全国新增21例新冠肺炎确诊病例，累计达到66例。在全部确诊病例中，有51人近期曾去过伊朗或埃及。目前1名患者病情危重，正在重症监护室接受治疗，其余患者病情稳定。

 【编辑:朱延静】 
      ",3-8 12:00,http://www.chinanews.com/gj/2020/03-08/9117655.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:07
国际,中国新闻网,澳大利亚新冠肺炎确诊病例达76例 包含两名军人," 
　　中新网3月8日电 据澳大利亚广播公司报道，澳大利亚联邦卫生部长格雷格·亨特称，截至当地时间8日中午12点，澳大利亚新冠肺炎累计确诊病例达76例，其中3例死亡，确诊病例中还包括两名军人。

　　其中，新南威尔士州确诊总数达38例，为澳大利亚确诊病例最多的州。此外，维多利亚州有11例、昆士兰州14例、塔斯曼尼亚州2例、北领地1例，南澳7例、西澳3例。

　　报道称，两名澳大利亚国防军人员被证实确诊，这二人现在处于隔离状态。

　　据悉，卫生当局希望追查可能与两名国防军成员接触过的任何人，追踪或将影响至澳大利亚国会议员及其工作人员。

 【编辑:何路曼】 
      ",3-8 11:59,http://www.chinanews.com/gj/2020/03-08/9117653.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:08
社会,新华网,“90后”检验员张慧变：每个样本都是一份沉甸甸的责任," 
　　新华社太原3月8日电题：“90后”检验员张慧变：每个样本都是一份沉甸甸的责任

　　新华社记者武敌、杨晨光

　　连续工作46天、检测样本1436份、准确率100%，这是山西省吕梁市疾控中心“90后”检验员张慧变截至3月7日的防疫“成绩单”。

　　疫情发生之际，正赶上春节前夕，还未结婚的张慧变主动请缨，毅然冲到了抗击疫情最前沿。


　　实验室就是战场。在这里，张慧变要进行三级防护，按照严格的操作流程，检测样本，查找病毒，定性“阴阳”。

　　“有时装在八连管内的近百份样本，相互间距仅1毫米，要往每一个微小的孔口加入反应试剂，一不留神就容易造成样本污染。”张慧变说，检验工作对检验员的安全和技术而言都是挑战。

　　在整个实验流程中，这只是一个步骤。从收样登记、提取核酸、配置反应体系、上机检测到分析结果，至少需要4个小时，每次实验结束，汗水已经湿透衣衫。遇到可疑的结果，还要进行重复检测。

　　如有紧急情况，一天需要检测多批次疑似病毒样本。2月14日，从上午11点到第二天早上7点的20个小时里，张慧变就做了4次实验。“各个县区送来样本的时间不确定，如果不及时做的话会耽误病人的治疗时间。”吕梁市疾控中心副主任孟国昌说，由于科室其他人之前主要做艾滋病及食品风险监测相关的工作，对新冠病毒核酸检测工作不熟悉，所以疫情前期的检测工作只能由张慧变来承担，其他同事配合。

　　一次，张慧变检测出一例阳性病例，但检测结果处于边界值。送往山西省疾控中心复核后，初次判断为阴性。“这个结果把我吓了一跳，怀疑自己在实验环节出了错，后来将实验数据提供给省疾控中心后，再次复核确认阳性，这才放了心。”张慧变说，自己在天津医科大学读研究生时，许多实验比这个还复杂，对于检验结果有信心。

　　每天和采集来的样本打交道，而其中有可能是含有病毒的传染源，张慧变坦言，即使做好防护，还是有一定的心理压力。如果检测结果出现失误，可能会造成严重的后果。“每一个样本都是一份沉甸甸的责任，容不得半点差错。”

　　任劳任怨、技术高超、科学严谨是单位同事对张慧变的一致评价。由于核酸检测必须至少两个人互相配合，经过张慧变的培训后，其他5名同事轮流配合张慧变做实验，程婷婷就是其中之一。“做实验我们轮班倒，慧变每天都在。虽然我们现在都能上手，但是只要有她在，我们就很安心。”

　　张慧变的家位于距离单位20公里的郊区农村。除夕的早上，张慧变曾回过一趟家，可刚进家门就接到单位的紧急通知。“饭还没吃完就往实验室赶，在家待了还不到1个小时。”

　　虽有遗憾，但张慧变知道，吕梁市的疫情防控工作更需要她。为了做好检验工作，同时避免和家人接触带来的感染风险，张慧变除夕后再也没有回去过。

　　本来打算用去年挣得的第一份工资给父母买些年货和礼物，可新冠肺炎疫情突然袭来，张慧变的这一愿望未能实现。“我父母是地地道道的农民，培养出了2个研究生。本来打算尽尽孝心，可是没有时间。”张慧变有些歉疚。

　　虽然吕梁市疫情逐渐得到控制，但张慧变和同事们的检验工作却变得更加忙碌。“随着近期对企业复工复产等高危人群的排查，平均每天仍有100份左右的样本被送过来，因此检测的工作不会停下来。”张慧变说。

　　现在，张慧变依然在实验室和值班室之间不停奔波，“我就是一个病毒‘侦察兵’，疫情不退，实验不止，战斗不息！”

　　实验室的窗外，冰雪消融，万物复苏，春天已经悄然来临。
 【编辑:朱延静】 
      ",3-8 11:59,http://www.chinanews.com/sh/2020/03-08/9117654.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:08
财经,中国新闻网,贵州阶段性降低企业用电用气成本全力帮助企业恢复生产经营," 
　　中新网贵阳3月8日电 (记者 张伟)记者8日从贵州省发展改革委获悉，为统筹做好疫情防控和经济社会发展，帮助企业尽快恢复正常生产经营、纾困减负，贵州省发展改革委近日先后发出通知，阶段性降低企业用电、用气价格，切实减轻企业用能负担。


　　在降低用电成本方面：2020年2月1日到6月30日，电网企业对除高耗能行业用户外的执行工商业及其他电价类别的电力用户(含已参与市场交易用户)的电费，按原到户电价水平的95%结算。该政策可惠及全省除高耗能行业以外的1.2万户大工业企业、113万户一般工商业企业(不含转供电终端用户)，减少企业2—6月电费支出8亿元以上。减免的电费全部由电网企业承担，不向发电企业等上游企业传导，不向代收的政府性基金及附加分摊。

　　同时，进一步明确对疫情期间实行的“支持性两部制电价政策”延长执行到6月30日。所有转供电主体同步将阶段性降电价政策红利全部传导到转供电终端用户，不得截留。发改部门将会同供电部门积极配合市场监管部门，督促商业综合体、产业园区和写字楼等转供电主体将降电价的政策红利及时足额地传导到终端用户，切实增强企业的获得感。

　　在降低用气成本方面：2020年2月22日至6月30日，对全省天然气非居民用户实行阶段性降低气价政策，涉及配气环节的降价措施追溯至1月1日。气源、配气环节叠加形成的降价空间全额用于降低终端销售价格，不得截留，充分释放降价红利。其中，属于省级定价的贵阳市城区及与其共用同一配气管网区域非居民用气价格由3.07元/立方米下调为2.74元/立方米，降幅达10.7%；市县定价区域降价措施，由各地根据统一的计算方法经测算后组织实施。此次阶段性降价可减少非居民用户用气成本约1亿元。这是自2019年9月1日以来，贵州省非居民用气价格第三次集中降价，企业用气价格达到历史新低。同时，鼓励天然气生产经营企业、城镇燃气企业对受疫情影响大的化肥等涉农生产、批发零售、住宿餐饮、物流运输、文化旅游行业给予更大价格优惠。

　　另外，对中小企业在疫情期间的用电用气实行“欠费不停供”，疫情结束后2个月内补缴缓缴的各项费用免收滞纳金。(完)
 【编辑:朱延静】 
      ",3-8 11:54,http://www.chinanews.com/cj/2020/03-08/9117644.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:09
国际,中国新闻网,受疫情影响 美铁暂停往返华盛顿特区和纽约部分路线 ," 
　　中新网3月8日电 据美媒报道，美铁(Amtrak)7日宣布，由于新冠肺炎疫情导致旅客出行需求减少，对其列车时间表和费用进行了一些调整。

　　美铁宣布从10日开始暂停往返华盛顿特区和纽约之间的三趟Acela列车，一直持续到5月底。

　　“由于对我们服务的需求有所减少，我们正在对我们的时间表进行临时调整，例如在有类似班次的便捷替代方案，以及对客户影响最小的情况下，减少列车车厢或取消列车班次”，美铁在一份声明中表示。

　　美铁还宣布免收改签费，免除所有已购买车票和4月30日之前进行的预订。


　　美铁表示，正在将火车和车站的清洁服务频率提高到每天多次，甚至在某些情况下每小时一次。此外，还增加了使用消毒剂擦拭扶手，门把手和表面的频率。
 【编辑:何路曼】 
      ",3-8 11:48,http://www.chinanews.com/gj/2020/03-08/9117652.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:09
社会,澎湃新闻,湖北浠水回应火神山建设者被代收隔离费：已退钱并道歉," 
　　湖北浠水县回应两名火神山建设者被代收隔离费：已退钱并道歉

　　据微信公众号“秀美浠水”消息，浠水县新型冠状病毒感染的肺炎疫情防控指挥部3月7日发布《关于我县洗马镇代收“火神山”参建人员隔离期间隔离费用的情况说明》称，近日，浠水县洗马镇两名参建武汉“火神山”医院的建设者，在网上发布返乡后的集中隔离费用证明图片，各大媒体纷纷转发，引起网民广泛关注。县委、县政府高度重视，迅速成立由县纪委、县委宣传部、县公安局组成的联合调查组。经调查，洗马镇政府代收劳务公司隔离费用的情况属实，行为是错误的，反映浠水县执行疫情防控政策不严、作风不实，我们深感自责和愧疚。该笔代收费用已于3月7日上午退还劳务公司，并向当事人道歉。对此，我们对各媒体单位和广大网民的关心、关注、监督、支持表示真诚的感谢，同时就有关事项说明如下：

　　浠水县洗马镇参建“两山”医院人员岑某和王某于2020年2月21日从武汉返浠，按照疫情防控相关要求，两人返浠后安排到县“不见不散”宾馆集中隔离点隔离14天。两人在参建期间，中建三局已比照国家法定假日工资标准支付相关报酬。同时，中建三局另按照每人每天300元的标准发放隔离补贴费用，按照15天计算，每人共计发放4500元。洗马镇在两人隔离期间按照每人每天150元标准代收隔离期间食宿等费用，共计代收4200元，其他超出费用由镇政府承担，代收费用由武汉今润世家建筑劳务有限公司直接拨付到洗马镇会计服务中心。3月7日晚，经县委研究决定，对洗马镇负责隔离点工作的党委委员、副镇长马金安同志给予免职处理。

　　我们深刻汲取此次事件的教训，举一反三，进一步查找工作中存在的短板和不足。经排查，全县其他参加武汉“两山”医院建设的返乡隔离人员，没有向个人收取费用。对洗马镇其他相关责任人员，将根据调查情况，依纪依法给予严肃处理。再次感谢社会各界、各媒体单位和广大网民的关心和关注，我们坚信，有大家的监督和支持，我们一定能够不断改进工作，严格执行党中央和省、市疫情防控政策要求，打赢疫情防控的人民战争、总体战、阻击战。


　　澎湃新闻记者 蒋子文
 【编辑:李雨昕】 
      ",3-8 11:48,http://www.chinanews.com/sh/2020/03-08/9117650.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:09
图片,未知,泉州酒店坍塌4人遇难 消防队员向遇难者默哀,,3-8 11:43,http://www.chinanews.com/tp/hd2011/2020/03-08/930637.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:10
体育,中国新闻网,健身业遭遇“冰火两重天” “客厅健身”成“新蓝海”," 
　　(抗击新冠肺炎)健身业遭遇“冰火两重天” “客厅健身”成“新蓝海”

　　中新社成都3月8日电 (贺劭清 岳依桐)“又收到了卡卡小朋友的‘打卡’，我看到你双脚跳非常稳，以后可以把手放在腰上，这样我们跳得会更稳哟。”对于儿童健身教练曾庆麟而言，虽然健身房受疫情影响暂停营业，但忙着在多个微信群免费为儿童提供“客厅健身”指导，自己比平时更忙了。

　　受新冠肺炎疫情影响，中国健身行业遭遇“冰火两重天”。无论是触网求变的传统线下健身行业，还是抢抓风口的线上健身行业，“客厅健身”这片“新蓝海”正成为二者留住老客户、挖掘新客户的主战场。

　　“平时上班族总说‘没有空间、没有时间’运动，其实只要想运动，哪里都可以。”在从事健身行业近十年的曾庆麟看来，疫情期间大家主推的“客厅健身”，不仅有利于身心健康，还会培养客户的健身习惯。“有些运动需要更长距离的跑动和横向移动，等到疫情结束后，室内外结合运动会更好。”


　　对于线上健身行业而言，面对流量井喷，如何吸引客户并留下客户成为当务之急。疫情期间，运动App“咕咚”开辟“宅家运动”专区，通过大量咨询、课程、直播等帮助用户“宅家”健身。同时，不少用户还开发了绕床跑步、室内来回跑等新颖运动模式，在网络社交平台受到年轻人欢迎。

　　北京卡路里科技有限公司公关总监李若名介绍，该公司开发的运动App“keep”在疫情期间用户人数明显增长。虽然用户每周运动频次基本无变化，但运动平均时长从2019年的每天20分钟，增长至36.2分钟。在线上开放的多种运动课程中，最受欢迎的是减脂类直播课程。

　　不少家用健身器材也随着“客厅健身”的兴起而热卖。据统计，淘宝2月“运动/瑜伽/健身/球迷用品”类目直播引导的成交金额环比上涨213%。其中迪卡侬蹦床销量是去年的三倍，小哑铃销量是去年的二倍，普拉提垫增长600%。

　　“这些‘客厅健身’畅销产品的线下销售也同样火爆，顾客会提前预约，几乎到了产品一到店就卖断货的程度。”迪卡侬相关负责人介绍，大部分采购蹦床的消费者一开始只是简单的蹦蹦跳跳，后来再参与蹦床有氧健身操课，逐步拓展蹦床从基础到中高阶的运动使用。相信随着运动习惯和健康生活方式的深入人心，“客厅健身”会朝着更专业、多元化发展。

　　为倡导市民在疫情防控期间积极居家健身，北京、成都、哈尔滨、青海等省市体育局已出台相关文件。其中，成都市体育局不仅为市民制作了火遍武汉方舱医院的八段锦教学，还拉上了世界冠军蒋文文、蒋婷婷助阵，让市民更直观地了解“客厅健身”的动作要领。

　　成都体育学院经济管理系党总支书记、天府国际体育赛事研究院副院长柳伟表示，疫情期间，“客厅健身”是居家健身最活跃的表现形式，面对新兴的体育消费形态，企业应把场景即产品、跨界即连接、分享即收获、流行即流量等供需思维落地做实，推动“客厅健身”在内容生产和经营方式创新上获得新的突破。

　　在柳伟看来，新冠肺炎疫情对体育产业的影响是全方位的，未来健身市场发展面临许多不确定性，企业需要抓住疫情之后可能出现的发展机遇进行战略布局，抢抓消费回补、奥运周期、政策优扶、健身抗“疫”意识增强、线上线下整合营销势能增强的窗口期，才能赢得当下和疫情之后的发展先机，促进健身市场逆势增长。(完)
 【编辑:张燕玲】 
      ",3-8 11:43,http://www.chinanews.com/ty/2020/03-08/9117638.shtml,http://www.chinanews.com/scroll-news/news2.html,2020-03-08 15:23:10
